split,split_filename,config_i,context,dropout,ensemble_size,features,learning_rate,merge_method,n_hidden,n_units,residual_depth,data,cache,labels,structure_column,epochs,batch_size,val_data,rmse,pearson_r,spearman_rho,model_class,n_parameters
training,data/train/train/data.csv,305,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8053442239761353,0.28022717643369843,0.2579731878244313,bilinear-fp,3171123
validation,data/train/validation/data.csv,305,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6764250993728638,0.16340440764818648,0.18105450260584144,bilinear-fp,3171123
test,data/train/test/data.csv,305,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9956210851669312,0.2538243561290799,0.24289239639971508,bilinear-fp,3171123
training,data/train/train/data.csv,306,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8611501455307007,0.14100768916330098,0.12309645185026347,bilinear-fp,84099
validation,data/train/validation/data.csv,306,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.7494230270385742,0.05727234816844392,0.0907730076719221,bilinear-fp,84099
test,data/train/test/data.csv,306,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.046260356903076,0.15111462013436924,0.1337218473430186,bilinear-fp,84099
training,data/train/train/data.csv,307,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8601435422897339,0.14436426526917456,0.12638138067963214,bilinear-fp,173331
validation,data/train/validation/data.csv,307,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.733826756477356,0.08186643899369354,0.12250951065072908,bilinear-fp,173331
test,data/train/test/data.csv,307,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0443739891052246,0.16093567560431427,0.1434264196450134,bilinear-fp,173331
training,data/train/train/data.csv,308,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8563214540481567,0.15847454977507808,0.14045230121205285,bilinear-fp,179955
validation,data/train/validation/data.csv,308,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.7246267795562744,0.09458994877859743,0.14905068202067412,bilinear-fp,179955
test,data/train/test/data.csv,308,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.037687063217163,0.18289018536899693,0.16323281195707703,bilinear-fp,179955
training,data/train/train/data.csv,309,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8368383646011353,0.21364692721778275,0.19504890758664828,bilinear-fp,705027
validation,data/train/validation/data.csv,309,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6888337135314941,0.10978085616232841,0.1642894101449269,bilinear-fp,705027
test,data/train/test/data.csv,309,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0161516666412354,0.22652605366672862,0.21765136847803981,bilinear-fp,705027
training,data/train/train/data.csv,30,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.817793846130371,0.2564455086061345,0.23614465000527982,bilinear-fp,888963
validation,data/train/validation/data.csv,30,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.7120174169540405,0.14033682504261463,0.1972480017803614,bilinear-fp,888963
test,data/train/test/data.csv,30,,0.0,3,[['clogp']],1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9963396787643433,0.2540757051407373,0.24503530060752904,bilinear-fp,888963
training,data/train/train/data.csv,310,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8363878726959229,0.21538447810851208,0.19709412212203462,bilinear-fp,811059
validation,data/train/validation/data.csv,310,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6944290399551392,0.08163395800313814,0.13763178844657542,bilinear-fp,811059
test,data/train/test/data.csv,310,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.022153854370117,0.21979987226233666,0.21010982077680423,bilinear-fp,811059
training,data/train/train/data.csv,311,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8428071737289429,0.1993139271572538,0.18356296359998853,bilinear-fp,839859
validation,data/train/validation/data.csv,311,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.716542363166809,0.0700639682859041,0.13968463153877372,bilinear-fp,839859
test,data/train/test/data.csv,311,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.022822618484497,0.21181240965407913,0.20305710339357524,bilinear-fp,839859
training,data/train/train/data.csv,312,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8318023681640625,0.22544379857567537,0.20512023184354825,bilinear-fp,1483779
validation,data/train/validation/data.csv,312,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6770823001861572,0.11405818035206826,0.1647214101593379,bilinear-fp,1483779
test,data/train/test/data.csv,312,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0144243240356445,0.23196792731717444,0.22254618006000296,bilinear-fp,1483779
training,data/train/train/data.csv,313,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.837806224822998,0.21138947675301392,0.193870883650819,bilinear-fp,1609011
validation,data/train/validation/data.csv,313,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6967846155166626,0.09103228883804555,0.15056863021807576,bilinear-fp,1609011
test,data/train/test/data.csv,313,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.019777536392212,0.22111132433162212,0.212166566168848,bilinear-fp,1609011
training,data/train/train/data.csv,314,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8348116874694824,0.21912335994012325,0.20062003479184956,bilinear-fp,1663155
validation,data/train/validation/data.csv,314,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.701414942741394,0.10186140582440177,0.14799595295069218,bilinear-fp,1663155
test,data/train/test/data.csv,314,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0121560096740723,0.22530653195232164,0.21741843905680144,bilinear-fp,1663155
training,data/train/train/data.csv,315,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.837494134902954,0.21362140563486862,0.19608855307470746,bilinear-fp,182403
validation,data/train/validation/data.csv,315,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.690856695175171,0.14661162131318792,0.1894153707644046,bilinear-fp,182403
test,data/train/test/data.csv,315,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0145111083984375,0.23876074968461122,0.2274551472832889,bilinear-fp,182403
training,data/train/train/data.csv,316,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8288639783859253,0.2331602912630476,0.21346684920350822,bilinear-fp,369939
validation,data/train/validation/data.csv,316,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.679648518562317,0.1546672305218083,0.19700034948416079,bilinear-fp,369939
test,data/train/test/data.csv,316,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0074212551116943,0.2479857911437114,0.23715033982553269,bilinear-fp,369939
training,data/train/train/data.csv,317,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.832139492034912,0.22497042476919635,0.20550113704309247,bilinear-fp,376563
validation,data/train/validation/data.csv,317,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6820616722106934,0.16027687947022073,0.19930292269552147,bilinear-fp,376563
test,data/train/test/data.csv,317,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,8,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,2.0078835487365723,0.24436775871077554,0.23217754363528284,bilinear-fp,376563
training,data/train/train/data.csv,318,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8098113536834717,0.27105672084792753,0.24864495542023793,bilinear-fp,1491459
validation,data/train/validation/data.csv,318,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6836411952972412,0.15879138530464193,0.18614117742980651,bilinear-fp,1491459
test,data/train/test/data.csv,318,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9952832460403442,0.2547463153717838,0.24426546145647338,bilinear-fp,1491459
training,data/train/train/data.csv,319,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8055039644241333,0.2789575197626622,0.25608237148285035,bilinear-fp,1695795
validation,data/train/validation/data.csv,319,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6961948871612549,0.13038609263651088,0.16330897424843868,bilinear-fp,1695795
test,data/train/test/data.csv,319,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9970366954803467,0.2526091346439012,0.24182575412615245,bilinear-fp,1695795
training,data/train/train/data.csv,31,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.817430853843689,0.2569584553292602,0.23649029798149135,bilinear-fp,1008243
validation,data/train/validation/data.csv,31,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.677847146987915,0.17254532122756389,0.22427480791278653,bilinear-fp,1008243
test,data/train/test/data.csv,31,,0.0,3,[['clogp']],1e-05,product,4,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9995654821395874,0.256521541409497,0.24750731042203789,bilinear-fp,1008243
training,data/train/train/data.csv,320,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8060396909713745,0.2785349730778697,0.25602493464101667,bilinear-fp,1724595
validation,data/train/validation/data.csv,320,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6757416725158691,0.1620625660483789,0.19089656044810946,bilinear-fp,1724595
test,data/train/test/data.csv,320,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,8,64,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9927759170532227,0.25989383924738024,0.25097036972846454,bilinear-fp,1724595
training,data/train/train/data.csv,321,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.8029927015304565,0.28444270463416477,0.2605073872051512,bilinear-fp,3056643
validation,data/train/validation/data.csv,321,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.694959282875061,0.1690454336445841,0.18948098560679028,bilinear-fp,3056643
test,data/train/test/data.csv,321,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,1,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.9863327741622925,0.25789523011496374,0.24789877326225884,bilinear-fp,3056643
training,data/train/train/data.csv,322,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.7975685596466064,0.2931078404394198,0.2691076400258691,bilinear-fp,3280179
validation,data/train/validation/data.csv,322,,0.0,3,"[['clogp'], ['transformer://models/llm/lchemme-1:clean_smiles']]",1e-05,product,4,128,2,data/train/train/data.csv,.,['endpoint_value'],SMILES,1000,16,data/train/validation/data.csv,1.6750684976577759,0.15787415110435216,0.18108262494267036,bilinear-fp,3280179
